   30  250       UV1
  270.0766 1.012051 1.016146 1.000556 0.997336 0.997662 0.997689 1.014235 1.003936 0.996613 0.996089 0.986413 0.981418 0.987342 0.988542 0.964352 0.975973 0.993185 1.001447 1.015703 1.021596 1.030391 1.031129 1.026384 1.016357 1.014348 1.017081 1.017051 1.019386 1.033454 1.024751
  270.2376 1.003742 1.015838 1.000411 0.998978 0.998443 0.994024 1.016885 1.000839 0.993648 0.994175 0.986787 0.981841 0.984466 0.986735 0.961609 0.973975 0.994633 1.002863 1.013653 1.020319 1.028426 1.029607 1.022482 1.019814 1.012956 1.016794 1.016158 1.018959 1.030661 1.024948
  270.3986 0.995435 1.015530 1.000265 1.000620 0.999225 0.990359 1.019534 0.997742 0.990682 0.992260 0.987163 0.982264 0.981591 0.984928 0.958866 0.971977 0.996081 1.004280 1.011602 1.019042 1.026460 1.028084 1.018580 1.023271 1.011564 1.016507 1.015263 1.018533 1.027868 1.025145
  270.5595 0.987126 1.015221 1.000121 1.002262 0.999673 0.993340 1.022183 0.994803 0.987716 0.990437 0.987538 0.979159 0.978935 0.983121 0.956124 0.969978 0.997530 1.004905 1.012444 1.017765 1.024134 1.026561 1.015393 1.026727 1.010171 1.015359 1.015155 1.017950 1.026794 1.024264
  270.7205 0.985920 1.016498 0.999676 1.001455 0.999062 0.998504 1.022376 0.994063 0.984750 0.991542 0.987586 0.974257 0.977497 0.986125 0.954082 0.970645 0.995970 1.003356 1.013904 1.017179 1.020917 1.024797 1.013135 1.023805 1.009084 1.013993 1.015803 1.017112 1.028289 1.022597
  270.8815 0.987674 1.018767 0.999084 1.000318 0.998418 0.999683 1.014856 0.993321 0.987571 0.992648 0.986075 0.973770 0.976059 0.990185 0.952393 0.972530 0.994030 1.002135 1.014620 1.017706 1.018251 1.022021 1.011580 1.017703 1.012704 1.011687 1.017959 1.016828 1.030904 1.022207
  271.0425 0.988013 1.019130 0.997710 0.996325 0.997330 0.997910 1.007679 0.991454 0.991192 0.989416 0.984558 0.977814 0.975101 0.987365 0.952049 0.973683 0.988866 1.003953 1.014935 1.017954 1.019897 1.019320 1.012076 1.014277 1.016325 1.008789 1.023237 1.018829 1.037485 1.023732
  271.2035 0.987139 1.017111 0.995552 0.991141 0.996242 0.995584 1.005257 0.989451 0.992182 0.985468 0.982761 0.979616 0.974151 0.980914 0.953056 0.974164 0.982452 1.005770 1.013433 1.017159 1.021544 1.022215 1.012712 1.013674 1.016122 1.007033 1.027353 1.020797 1.043488 1.024683
  271.3644 0.984992 1.015222 0.994269 0.989284 0.994393 0.992427 1.002835 0.993677 0.992085 0.983215 0.980964 0.976835 0.976581 0.975713 0.953330 0.973720 0.981208 1.001339 1.009993 1.016355 1.017649 1.025111 1.014962 1.014423 1.015398 1.006768 1.024730 1.020836 1.037083 1.023679
  271.5254 0.980739 1.013666 0.994750 0.990315 0.992453 0.989483 1.002010 1.000293 0.991239 0.981718 0.983084 0.974064 0.979737 0.971799 0.952162 0.971624 0.984063 0.996460 1.007012 1.015345 1.013418 1.025396 1.017213 1.018160 1.014341 1.007044 1.022108 1.020875 1.030679 1.022779
  271.6864 0.977736 1.012728 0.994527 0.988719 0.989529 0.987242 1.001363 0.998991 0.989766 0.981516 0.985926 0.971340 0.985048 0.969739 0.950448 0.969198 0.988180 0.994403 1.005002 1.014335 1.010981 1.025192 1.013973 1.020741 1.013145 1.008863 1.018941 1.022673 1.028229 1.023525
  271.8474 0.979203 1.016389 0.990806 0.982641 0.986229 0.985695 1.003919 0.991404 0.988479 0.982464 0.981177 0.968643 0.991446 0.971356 0.946254 0.965466 0.994197 0.993176 1.003300 1.014317 1.009061 1.022074 1.010185 1.016273 1.014295 1.011433 1.015760 1.024791 1.026349 1.024270
  272.0083 0.980281 1.020050 0.987120 0.978713 0.985389 0.993456 1.007636 0.988785 0.987499 0.983810 0.972926 0.968354 0.988477 0.971502 0.942260 0.962023 0.998004 0.994410 1.003210 1.014429 1.015646 1.017563 1.013695 1.011806 1.017483 1.021594 1.017628 1.022027 1.028239 1.024595
  272.1693 0.975816 1.012636 0.987437 0.982949 0.986473 1.001217 1.004742 0.993719 0.985644 0.985827 0.971989 0.968066 0.976506 0.965016 0.945390 0.964209 0.994982 0.997182 1.003124 1.012098 1.027566 1.017616 1.019716 1.017781 1.018551 1.031756 1.020722 1.016943 1.031681 1.024873
  272.3303 0.971353 1.004787 0.987754 0.986984 0.986255 0.998292 0.996937 0.997625 0.980760 0.987031 0.977544 0.974930 0.969429 0.959327 0.948519 0.966395 0.992686 1.000476 1.003718 1.008838 1.032140 1.021961 1.021326 1.024019 1.016007 1.024806 1.021537 1.015284 1.032664 1.026541
  272.4913 0.974321 1.002314 0.993327 0.987355 0.984107 0.994316 0.994007 0.998279 0.976919 0.985309 0.982759 0.982968 0.971112 0.978166 0.950988 0.987120 0.997368 1.004378 1.004312 1.009114 1.027990 1.027008 1.019776 1.032204 1.014997 1.016479 1.021075 1.016844 1.031622 1.028704
  272.6523 0.977955 1.001101 0.999793 0.987727 0.983323 0.994938 0.997858 0.998842 0.986647 0.983886 0.987414 0.981302 0.973436 0.997007 0.953367 1.009932 1.002049 1.006626 1.007732 1.012052 1.023815 1.033311 1.020465 1.040832 1.019790 1.016182 1.020810 1.018521 1.031422 1.027411
  272.8132 0.975933 1.003058 0.999071 0.991558 0.986630 0.997049 1.000365 0.998453 0.996377 0.986557 0.989902 0.975662 0.978137 0.991351 0.956314 1.000896 0.998484 1.005284 1.011624 1.014930 1.019588 1.038454 1.024172 1.037782 1.024141 1.018341 1.020754 1.020407 1.032526 1.023663
  272.9742 0.972252 1.006626 0.995351 0.995779 0.989156 0.998155 0.999182 0.998064 0.994254 0.989230 0.985186 0.974298 0.982691 0.982540 0.959459 0.981429 0.994459 1.004111 1.015863 1.017726 1.016216 1.039110 1.026527 1.028673 1.020719 1.018268 1.019665 1.022073 1.032651 1.021282
  273.1352 0.974297 1.007717 0.994421 0.993589 0.984753 0.998602 0.997993 1.000054 0.991132 0.995206 0.980387 0.976237 0.985268 0.979944 0.956654 0.976678 0.995319 1.003749 1.020249 1.019114 1.017476 1.039344 1.025300 1.024186 1.017298 1.016773 1.016458 1.022879 1.029706 1.020674
  273.2962 0.979662 1.006525 0.995682 0.989295 0.980348 0.995229 0.996765 1.002195 0.990697 1.001466 0.974712 0.976588 0.987844 0.979493 0.949726 0.981308 0.997371 1.003328 1.018194 1.016791 1.018730 1.032670 1.023510 1.024195 1.016892 1.015830 1.015042 1.023795 1.027357 1.020892
  273.4572 0.981068 1.005194 0.996027 0.987769 0.989935 0.987360 0.995538 0.995144 0.991030 0.997482 0.969038 0.974778 0.983272 0.977623 0.946505 0.980051 0.994263 1.000894 1.011202 1.014643 1.019583 1.025996 1.017818 1.022980 1.016811 1.015533 1.021852 1.026481 1.030679 1.023117
