   30  250       UV1
  270.0766 1.009353 1.015902 1.000569 0.997386 0.997509 0.997684 1.015280 1.003603 0.996685 0.996040 0.986100 0.981421 0.987239 0.988425 0.964221 0.975925 0.993492 1.001442 1.015682 1.021425 1.030380 1.030785 1.026348 1.016440 1.014305 1.017081 1.017010 1.019275 1.033454 1.024601
  270.2376 1.001855 1.015625 1.000412 0.998950 0.998304 0.993977 1.017403 1.000610 0.993672 0.994102 0.986398 0.981828 0.984388 0.986623 0.961513 0.973920 0.994634 1.002833 1.013594 1.020184 1.028409 1.029336 1.022447 1.019825 1.012913 1.016783 1.016140 1.018871 1.030661 1.024786
  270.3986 0.994357 1.015349 1.000256 1.000515 0.999099 0.990270 1.019525 0.997617 0.990659 0.992164 0.986695 0.982236 0.981535 0.984821 0.958804 0.971914 0.995775 1.004224 1.011506 1.018941 1.026439 1.027888 1.018545 1.023209 1.011522 1.016486 1.015271 1.018467 1.027868 1.024971
  270.5595 0.986858 1.015073 1.000099 1.002079 0.999565 0.993244 1.021647 0.994772 0.987646 0.990317 0.986992 0.979109 0.978894 0.983020 0.956096 0.969908 0.996918 1.004827 1.012380 1.017699 1.024112 1.026439 1.015360 1.026594 1.010131 1.015302 1.015148 1.017910 1.026716 1.024096
  270.7205 0.985867 1.016401 0.999658 1.001286 0.998982 0.998410 1.021522 0.993961 0.984634 0.991431 0.987007 0.974183 0.977415 0.985801 0.954052 0.970578 0.995447 1.003256 1.013888 1.017128 1.020904 1.024745 1.013102 1.023421 1.009045 1.013895 1.015742 1.017104 1.028015 1.022447
  270.8815 0.987588 1.018733 0.999079 1.000175 0.998361 0.999572 1.014342 0.993150 0.987458 0.992543 0.985667 0.973683 0.975936 0.989589 0.952345 0.972471 0.993644 1.002009 1.014595 1.017643 1.018241 1.022003 1.011538 1.016976 1.012671 1.011547 1.017835 1.016844 1.030340 1.022070
  271.0425 0.987913 1.019098 0.997699 0.996221 0.997200 0.997770 1.007486 0.991164 0.991088 0.989253 0.984318 0.977722 0.974926 0.986795 0.951970 0.973567 0.988602 1.003751 1.014872 1.017870 1.019861 1.019337 1.011994 1.013566 1.016296 1.008608 1.023030 1.018837 1.036296 1.023597
  271.2035 0.987047 1.017004 0.995520 0.991081 0.996039 0.995422 1.005115 0.989036 0.992077 0.985237 0.982348 0.979509 0.973925 0.980528 0.952933 0.973935 0.982301 1.005492 1.013347 1.017021 1.021479 1.022215 1.012595 1.013354 1.016026 1.006855 1.027085 1.020797 1.041735 1.024557
  271.3644 0.984862 1.015077 0.994226 0.989157 0.994174 0.992263 1.002743 0.992921 0.991973 0.982931 0.980378 0.976694 0.975495 0.975449 0.953164 0.973239 0.981107 1.001119 1.009902 1.016165 1.017611 1.025094 1.014872 1.014331 1.015226 1.006653 1.024514 1.020807 1.036121 1.023590
  271.5254 0.980499 1.013578 0.994719 0.990026 0.992224 0.989331 1.001895 0.999112 0.990997 0.981385 0.981601 0.973892 0.977618 0.971592 0.951954 0.970644 0.983963 0.996309 1.006882 1.015168 1.013412 1.025268 1.017148 1.017937 1.014202 1.006974 1.021944 1.020816 1.030506 1.022723
